"","Is.Non.Annual.","FRP.Active","CRM.Segment","School.Type","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","School.Sponsor","SPR.New.Existing","DepartureMonth","SingleGradeTripFlag","FPP.to.School.enrollment","SchoolSizeIndicator","Retained.in.2012.","NPS.2011","NPS.2008"
"2087","0",1,"5","PUBLIC",9,8,175,"0","EXISTING","June","1",548,"S","0",9.37,8
"2088","0",12,"10","PUBLIC",9,8,348,"0","EXISTING","June","1",1265,"S-M","0",9.65,8
"2092","0",13,"10","PUBLIC",9,8,693,"0","NEW","June","1",461,"M-L","0",9,8.28
"2093","0",7,"8","PUBLIC",11,12,890,"0","NEW","June","0",185,"L","0",10,9.57
"2096","0",6,"1","PUBLIC",13,8,304,"0","EXISTING","June","1",551,"S","1",10,9.385
"2097","0",3,"4","PUBLIC",7,6,783,"0","EXISTING","June","0",137,"M-L","1",8.81,8
"2098","0",9,"5","PUBLIC",8,8,425,"0","NEW","June","0",611,"S-M","0",9,9.14
"2099","0",15,"5","Catholic",13,8,350,"0","EXISTING","June","1",1261,"S-M","1",9.89,9.54
"2100","0",12,"10","PUBLIC",7,8,442,"0","EXISTING","June","1",968,"S-M","1",10,9.265
"2101","0",7,"10","PUBLIC",9,8,812,"0","NEW","June","0",248,"L","1",10,9.6
"2102","0",23,"7","CHD",1,7.99,668.84,"0","NEW","June","0",956.32,"","1",10,9.25
"2103","0",7,"4","PUBLIC",12,6,761,"0","NEW","June","1",385,"M-L","1",10,9.45333333333333
"2104","0",18,"10","PUBLIC",7,8,560,"0","NEW","June","1",835,"S-M","0",9.57,9.67
"2106","0",7,"7","PUBLIC",8,8,310,"0","NEW","June","0",607,"S","0",9.74,9.26
"2108","1",12,"8","PUBLIC",11,12,525,"0","EXISTING","June","0",548,"S-M","0",10,9.42
"2109","0",5,"10","PUBLIC",13,8,175,"0","NEW","June","0",872,"S","1",9,8.165
"2110","1",3,"5","Catholic",12,8,273,"0","NEW","June","0",996,"S","0",10,10
"2111","1",18,"5","PUBLIC",8,8,914,"0","NEW","June","0",741,"L","0",10,10
"2112","0",3,"10","PUBLIC",12,8,190,"0","NEW","June","0",621,"S","0",10,9.26
"2113","1",13,"5","Catholic",12,8,211,"0","EXISTING","June","0",1332,"S","0",9,9.03
"2115","0",37,"5","Catholic",12,8,638,"0","EXISTING","June","1",1471,"M-L","1",10,9
"2117","0",8,"2","PUBLIC",9,8,400,"0","NEW","June","0",835,"S-M","0",8.84,8.61
"2119","0",5,"10","PUBLIC",12,8,469,"0","NEW","June","0",604,"S-M","1",10,8.81
"2120","1",1,"10","PUBLIC",12,5,450,"0","EXISTING","June","0",535,"S-M","0",8,8
"2122","0",2,"5","PUBLIC",8,8,667,"0","NEW","June","0",131,"M-L","0",10,8.91
"2123","0",3,"10","PUBLIC",5,8,800,"0","NEW","June","0",97,"M-L","0",10,8.74
"2124","0",8,"8","PUBLIC",11,12,988,"0","NEW","June","0",251,"L","0",7,8.74
"2125","0",2,"5","PUBLIC",12,8,200,"0","NEW","June","0",589,"S","0",10,9.04
"2126","0",3,"5","PUBLIC",8,8,316,"0","EXISTING","June","0",200,"S","0",10,9.34
"2127","0",5,"5","PUBLIC",8,8,1200,"0","NEW","June","1",110,"L","1",10,8.95
"2128","0",3,"1","Catholic",13,8,118,"0","NEW","June","0",907,"S","0",8.98,8.71
"2129","0",3,"10","PUBLIC",9,8,911,"0","NEW","June","1",106,"L","0",9,9.02
"2130","0",34,"5","PUBLIC",8,8,810,"0","EXISTING","June","1",1143,"M-L","1",9.33,9.27
"2131","0",18,"5","PUBLIC",8,8,657,"0","EXISTING","June","1",887,"M-L","1",10,10
"2132","0",24,"10","PUBLIC",8,8,288,"0","EXISTING","June","1",1509,"S","1",10,10
"2133","0",1,"8","Catholic",11,12,651,"0","NEW","June","0",552,"M-L","0",9.04,8.71
"2134","0",7,"5","PUBLIC",8,8,871,"0","EXISTING","June","1",290,"L","0",9.5,8
"2135","0",6,"10","PUBLIC",8,8,628,"0","EXISTING","June","1",295,"M-L","1",8,9.05
"2137","0",16,"10","PUBLIC",8,8,465,"0","EXISTING","June","1",1091,"S-M","1",10,8
"2139","0",5,"10","PUBLIC",8,8,637,"0","EXISTING","June","0",381,"M-L","1",9,9
"2140","0",15,"4","PUBLIC",12,5,759,"0","NEW","June","1",567,"M-L","1",9.06,8.62
"2141","0",52,"10","PUBLIC",8,8,700,"0","EXISTING","June","1",1465,"M-L","1",9,9.21
"2142","0",6,"10","PUBLIC",8,8,698,"0","EXISTING","June","1",342,"M-L","1",10,10
"2143","0",5,"10","PUBLIC",8,8,872,"0","EXISTING","June","0",188,"L","1",10,9.76333333333333
"2144","0",7,"10","PUBLIC",9,8,370,"0","EXISTING","June","0",636,"S-M","1",10,9.53333333333333
"2146","0",29,"5","PUBLIC",10,9,1280,"0","EXISTING","June","1",1081,"L","1",10,10
"2147","1",5,"5","PUBLIC",12,8,180,"0","NEW","June","0",952,"S","0",10,9
"2148","0",18,"10","PUBLIC",7,8,208,"0","NEW","June","0",1812,"S","1",8.12,8.39
"2149","0",4,"4","PUBLIC",12,5,432,"0","EXISTING","June","0",502,"S-M","1",9,9
"2150","0",15,"1","CHD",13,12,148,"0","NEW","June","0",1827,"S","0",10,9.17
"2151","1",6,"4","CHD",12,6,179,"0","EXISTING","June","0",1507,"S","0",9,9.33
"2154","0",5,"1","PUBLIC",8,8,698,"0","EXISTING","June","1",1115,"M-L","1",9,6
"2155","0",9,"7","PUBLIC",9,8,300,"0","NEW","June","0",930,"S","0",9,8.52
"2157","0",39,"10","PUBLIC",8,8,711,"0","EXISTING","June","0",1391,"M-L","1",10,9
"2158","0",16,"10","PUBLIC",8,7,210,"0","NEW","June","0",1792,"S","0",10,8.78
"2159","0",14,"10","PUBLIC",9,8,510,"0","NEW","June","0",715,"S-M","1",8,9.4
"2160","1",13,"6","PUBLIC",9,8,1420,"0","EXISTING","June","1",355,"L","0",10,7
"2161","0",9,"5","PUBLIC",8,8,640,"0","EXISTING","June","0",460,"M-L","0",7,10
"2162","0",1,"4","PUBLIC",13,6,456,"0","EXISTING","June","0",179,"S-M","1",9,9.09
"2164","0",6,"5","PUBLIC",8,8,586,"0","NEW","June","1",534,"M-L","1",9.66,9.12
"2167","1",27,"4","CHD",12,8,516,"0","EXISTING","June","0",1317,"S-M","0",9,9.05
"2169","0",2,"6","PUBLIC",13,8,667,"0","EXISTING","June","0",231,"M-L","1",10,9.4
"2170","1",2,"4","PUBLIC",12,8,453,"0","NEW","June","0",247,"S-M","0",8.2,7
"2173","0",10,"10","PUBLIC",9,8,811,"0","EXISTING","June","0",451,"M-L","1",9,10
"2174","0",27,"10","PUBLIC",9,8,500,"0","EXISTING","June","1",1395,"S-M","1",9,10
"2175","0",16,"10","PUBLIC",8,8,400,"0","EXISTING","June","1",1232,"S-M","1",10,10
"2176","0",24,"10","PUBLIC",8,12,439,"0","EXISTING","June","1",1417,"S-M","1",10,9.62
"2178","0",4,"5","PUBLIC",8,8,548,"0","NEW","June","0",823,"S-M","0",7.7,8.2
"2180","0",46,"5","PUBLIC",8,8,957,"0","EXISTING","June","0",1265,"L","1",10,10
"2182","0",7,"10","CHD",13,8,129,"0","EXISTING","June","1",1721,"S","1",9,7
"2183","0",11,"5","Catholic",12,8,223,"0","EXISTING","June","1",1147,"S","1",9,8
"2184","0",0,"7","PUBLIC",1,8.42,566.97,"0","EXISTING","June","1",992.388,"","0",9.6,9.29
"2185","0",3,"8","PUBLIC",9,12,450,"1","NEW","June","0",181,"S-M","0",10,8.705
"2186","0",1,"10","PUBLIC",12,5,606,"0","EXISTING","June","0",27,"M-L","0",10,9.25
"2187","0",2,"7","PUBLIC",8,8,366,"0","NEW","June","0",526,"S-M","1",9.83,9.61
"2188","0",40,"5","PUBLIC",9,8,1060,"0","EXISTING","June","1",1079,"L","1",9.91,9.84
"2190","0",17,"5","CHD",8,8,722.13,"0","EXISTING","June","1",887.73,"","1",9.68,9.1
"2191","0",2,"5","PUBLIC",8,8,505,"0","EXISTING","June","1",207,"S-M","1",10,8
"2192","1",8,"5","PUBLIC",12,8,752,"0","NEW","June","0",455,"M-L","0",5,9
"2193","0",5,"5","PUBLIC",8,8,465,"0","NEW","June","0",240,"S-M","0",7,8.3
"2197","1",6,"8","PUBLIC",9,12,200,"0","EXISTING","June","0",785,"S","0",10,9.43
"2200","0",12,"5","PUBLIC",8,8,444,"0","EXISTING","June","1",966,"S-M","1",10,10
"2201","0",10,"5","PUBLIC",8,8,1500,"0","EXISTING","June","1",293,"L","1",8,8
"2202","0",18,"5","PUBLIC",9,8,1030,"0","EXISTING","June","1",784,"L","1",10,8
"2203","0",8,"5","PUBLIC",8,8,991,"0","NEW","June","0",216,"L","0",9,10
"2205","0",15,"5","PUBLIC",8,8,450,"0","EXISTING","June","1",1650,"S-M","1",10,10
"2206","0",13,"5","PUBLIC",12,8,1068,"0","EXISTING","June","1",640,"L","1",8,10
"2207","0",55,"7","CHD",1,7.99,720.44,"0","EXISTING","June","1",1405.89,"","1",9.2,10
"2209","0",18,"5","PUBLIC",8,8,705,"0","EXISTING","June","1",1067,"M-L","1",9,9
"2210","0",19,"8","CHD",11,12,420,"1","EXISTING","June","0",1193,"S-M","0",7,9.22
"2211","1",11,"5","PUBLIC",8,8,941,"0","EXISTING","June","0",436,"L","0",9.56,9.29
"2212","0",5,"5","PUBLIC",9,8,800,"0","EXISTING","June","1",132,"M-L","0",9.21,6
"2213","0",6,"5","PUBLIC",8,8,967,"0","EXISTING","June","0",124,"L","0",9.72,9.72
"2216","0",12,"5","PUBLIC",8,8,350,"0","NEW","June","0",1132,"S-M","0",10,9.46
"2218","0",14,"5","PUBLIC",8,8,711,"0","EXISTING","June","1",843,"M-L","1",10,10
"2219","0",5,"5","PUBLIC",8,8,367,"0","NEW","June","1",524,"S-M","0",10,8.89
"2220","0",15,"10","PUBLIC",12,8,499,"0","NEW","June","1",944,"S-M","1",10,9.52
"2222","1",5,"4","PUBLIC",12,6,680,"0","EXISTING","June","0",221,"M-L","0",9.64,9.19
"2223","0",4,"5","PUBLIC",8,8,798,"0","NEW","June","1",257,"M-L","0",8,8.25
"2224","0",3,"5","Catholic",13,8,350,"0","EXISTING","June","1",1018,"S-M","0",10,9.5
"2225","0",12,"10","PUBLIC",8,8,725,"0","NEW","June","0",587,"M-L","0",9.48,9.31
"2226","0",23,"7","PUBLIC",7,7,457,"0","EXISTING","June","1",1361,"S-M","1",8.96,7.82
"2227","0",3,"10","PUBLIC",8,8,950,"0","NEW","June","1",70,"L","1",9.37,8.67
"2229","1",24,"10","PUBLIC",8,8,190,"0","EXISTING","June","0",1855,"S","0",9.25,9.06
"2231","0",25,"5","PUBLIC",8,8,916,"0","EXISTING","June","1",783,"L","1",10,10
"2233","0",13,"5","PUBLIC",8,8,553,"0","EXISTING","June","1",866,"S-M","0",10,10
"2234","0",14,"5","PUBLIC",8,8,546,"0","EXISTING","June","1",852,"S-M","1",9,7
"2235","0",10,"5","PUBLIC",8,8,634,"0","EXISTING","June","1",532,"M-L","0",8,10
"2236","0",14,"10","PUBLIC",9,12,1558,"0","EXISTING","June","0",318,"L","1",10,10
"2237","1",24,"10","PUBLIC",12,8,625,"0","EXISTING","June","0",1004,"M-L","0",9.42,9.54
"2238","0",7,"4","PUBLIC",12,6,600,"0","NEW","June","1",559,"M-L","1",8,9.26
"2239","0",3,"8","PUBLIC",11,12,1563,"0","NEW","June","0",14,"L","0",9.01,8.72
"2240","1",8,"6","PUBLIC",11,12,1712,"0","NEW","June","0",87,"L","1",9,10
"2241","0",9,"6","PUBLIC",11,12,2120,"0","NEW","June","1",117,"L","0",8,8.58
"2242","0",6,"5","PUBLIC",8,8,790,"0","EXISTING","June","1",403,"M-L","1",10,10
"2243","0",25,"5","Catholic",13,8,440,"0","EXISTING","June","0",1306,"S-M","1",10,10
"2244","0",6,"6","PUBLIC",8,8,688,"0","NEW","June","1",260,"M-L","1",10,8.75
"2245","0",2,"6","PUBLIC",8,8,767,"0","NEW","June","0",16,"M-L","1",9,8.47
"2246","1",8,"8","PUBLIC",11,12,1388,"0","NEW","June","0",243,"L","0",9,9.53
"2247","0",11,"7","CHD",1,7.86,567.93,"0","NEW","June","0",823.55,"","0",10,8.67
"2248","1",6,"10","PUBLIC",8,8,993,"0","EXISTING","June","0",115,"L","0",10,8.75
"2249","0",15,"5","PUBLIC",9,8,870,"0","EXISTING","June","1",705,"L","1",10,10
"2252","0",5,"10","PUBLIC",8,8,309,"0","NEW","June","0",1100,"S","0",8,9
"2254","0",0,"5","PUBLIC",8,8,951,"0","NEW","June","0",289,"L","0",8.34,8.39
"2255","1",13,"4","PUBLIC",2,6,518,"0","NEW","June","0",667,"S-M","0",9.38,8.81
"2257","1",19,"10","PUBLIC",9,8,110,"0","EXISTING","June","0",1907,"S","0",10,9.29
"2258","0",10,"5","PUBLIC",8,8,891,"0","EXISTING","June","1",433,"L","1",9.25,6
"2259","0",10,"10","PUBLIC",12,8,310,"0","NEW","June","0",1144,"S","0",9,8.565
"2260","0",7,"10","PUBLIC",12,8,243,"0","NEW","June","1",888,"S","0",8.85,8.62
"2261","0",13,"5","PUBLIC",8,8,1050,"0","EXISTING","June","0",396,"L","0",8.75,8.215
"2262","1",26,"10","PUBLIC",13,12,550,"0","EXISTING","June","0",1192,"S-M","0",9.59,9.15
"2263","0",9,"10","PUBLIC",8,8,735,"0","NEW","June","0",399,"M-L","0",9,8.61
"2264","0",12,"5","PUBLIC",9,8,771,"0","EXISTING","June","1",586,"M-L","1",9.74,10
"2265","0",11,"10","PUBLIC",8,8,534,"0","EXISTING","June","1",498,"S-M","1",10,9.465
"2266","0",6,"5","PUBLIC",8,8,565,"0","NEW","June","0",1249,"S-M","0",8.41,8.155
"2268","0",11,"5","PUBLIC",8,8,681,"0","EXISTING","June","1",974,"M-L","1",9,8.54
"2269","0",21,"5","PUBLIC",9,8,950,"1","EXISTING","June","1",621,"L","1",9.5,8
"2270","0",15,"10","PUBLIC",12,12,100,"0","NEW","June","0",1873,"S","0",10,9.37
"2271","1",37,"5","PUBLIC",8,8,280,"0","EXISTING","June","0",1751,"S","0",9,8.57
"2272","0",1,"1","PUBLIC",12,8,270,"0","NEW","June","0",249,"S","0",10,8.58
"2273","0",4,"10","PUBLIC",9,8,1200,"0","EXISTING","June","1",28,"L","0",10,10
"2274","0",15,"10","PUBLIC",8,8,550,"0","EXISTING","June","1",739,"S-M","1",10,9.07
"2275","0",11,"10","PUBLIC",8,12,350,"0","NEW","June","0",1051,"S-M","0",10,10
"2276","0",14,"8","PUBLIC",11,12,1108,"0","NEW","June","0",369,"L","0",10,9.46
"2277","0",0,"10","PUBLIC",13,12,275,"0","EXISTING","June","1",991,"S","1",9,9
"2278","0",4,"10","PUBLIC",8,8,670,"0","EXISTING","June","0",89,"M-L","1",10,9.02
"2279","0",5,"10","PUBLIC",8,8,1200,"0","NEW","June","0",132,"L","0",10,9.01
"2280","0",12,"10","PUBLIC",8,8,778,"0","NEW","June","0",554,"M-L","1",10,9.45
"2281","0",5,"10","PUBLIC",9,9,556,"0","NEW","June","0",287,"S-M","0",9.95,9.78
"2283","0",3,"10","PUBLIC",13,8,513,"0","NEW","June","0",560,"S-M","0",10,8.62
"2285","0",14,"5","PUBLIC",8,8,700,"0","EXISTING","June","1",606,"M-L","1",10,10
"2286","0",17,"5","Catholic",8,12,800,"0","NEW","June","1",711,"M-L","1",10,9.45
"2287","0",5,"1","CHD",13,8,85,"1","NEW","June","1",1283,"S","0",8.93,8.08
"2288","0",2,"5","PUBLIC",8,7,580,"0","NEW","June","1",223,"M-L","0",8,7.96
"2289","0",0,"10","PUBLIC",12,12,2165,"0","NEW","June","0",4,"L","0",10,8.92
"2291","0",5,"5","PUBLIC",8,8,1068,"0","NEW","June","0",105,"L","1",7.72,7.34
"2293","1",44,"5","PUBLIC",8,8,827,"0","EXISTING","June","0",1158,"L","0",10,9.11
"2294","0",8,"8","PUBLIC",11,12,905,"0","NEW","June","0",210,"L","0",9.3,9.37
"2296","0",0,"8","PUBLIC",11,12,2520,"0","NEW","June","0",8,"L","0",9,8.39
"2297","0",5,"8","PUBLIC",11,12,2235,"0","NEW","June","0",151,"L","0",8,7.745
"2299","0",2,"9","CHD",11,12,513,"0","NEW","June","0",423,"S-M","0",8.47,7.93
"2300","0",2,"8","PUBLIC",11,12,928,"0","NEW","June","0",418,"L","1",8.98,8.44
"2301","0",4,"8","PUBLIC",11,12,349,"0","NEW","June","0",920,"S-M","0",8.16,7.62
"2302","0",2,"8","PUBLIC",11,12,2375,"0","NEW","June","0",20,"L","0",8,7.96
"2303","0",4,"8","PUBLIC",11,12,2351,"0","NEW","June","0",21,"L","0",8,7.71
"2304","0",2,"4","PUBLIC",12,5,650,"0","EXISTING","June","1",644,"M-L","1",9.19,9.2
"2305","0",48,"2","PUBLIC",8,8,432,"0","NEW","June","0",1682,"S-M","0",10,8.95
"2306","0",20,"5","PUBLIC",9,8,750,"0","EXISTING","June","1",872,"M-L","1",9.82333333333333,9.62
"2307","1",5,"5","PUBLIC",9,9,699,"0","NEW","June","0",301,"M-L","0",9.53,9.32
"2308","0",8,"7","PUBLIC",8,8,260,"0","NEW","June","0",981,"S","0",9,8.24
"2310","0",7,"7","PUBLIC",8,8,405,"0","NEW","June","0",862,"S-M","0",7,7.63
"2311","0",10,"6","PUBLIC",8,8,800,"0","EXISTING","June","1",362,"M-L","1",10,9
"2312","0",9,"7","PUBLIC",8,8,236,"0","NEW","June","0",1044,"S","0",10,8.76
"2313","0",5,"4","PUBLIC",12,5,860,"0","NEW","June","1",260,"L","1",8,8.18
"2314","0",7,"7","CHD",1,7.76,547.94,"0","EXISTING","June","0",692.83,"","0",10,10
"2315","0",3,"3","PUBLIC",8,8,378,"0","EXISTING","June","1",510,"S-M","0",10,9.57
"2316","0",11,"1","Catholic",13,8,165,"0","NEW","June","0",1245,"S","0",10,10
"2317","0",1,"6","PUBLIC",8,8,1672,"0","EXISTING","June","0",2,"L","1",8.88,10
"2318","0",5,"5","PUBLIC",8,8,860,"0","EXISTING","June","0",86,"L","1",10,10
"2319","0",1,"4","PUBLIC",13,6,600,"0","EXISTING","June","1",64,"M-L","0",9.47,10
"2320","1",13,"5","PUBLIC",8,8,970,"0","NEW","June","0",519,"L","1",9.29,10
"2321","1",42,"5","CHD",9,8,237,"1","EXISTING","June","0",1859,"S","0",10,8.91
"2323","0",25,"2","Catholic",13,8,205,"0","NEW","June","0",1800,"S","0",10,8.65
"2324","1",16,"10","PUBLIC",13,12,300,"0","EXISTING","June","0",1365,"S","0",10,10
"2325","0",4,"5","PUBLIC",9,9,487,"0","EXISTING","June","0",345,"S-M","1",9.59,9.02
"2326","0",14,"5","PUBLIC",8,8,710,"0","NEW","June","0",860,"M-L","1",10,9.16
"2327","0",4,"7","PUBLIC",9,8,674,"0","NEW","June","0",182,"M-L","0",9,9.01
"2329","0",3,"5","PUBLIC",8,8,675,"0","NEW","June","0",313,"M-L","0",7.78333333333333,8.52
"2330","0",4,"10","Catholic",12,8,203,"0","NEW","June","0",774,"S","0",9,8.23
"2331","0",11,"6","PUBLIC",9,8,1500,"0","EXISTING","June","1",213,"L","1",10,8.94
"2332","0",8,"6","PUBLIC",8,8,860,"0","NEW","June","0",260,"L","0",9,8.75
"2333","0",4,"6","PUBLIC",8,8,820,"0","EXISTING","June","0",127,"L","1",9.57,9.27
"2336","1",8,"5","PUBLIC",8,8,700,"0","EXISTING","June","0",416,"M-L","1",10,9.32
"2337","0",7,"6","PUBLIC",11,12,1393,"0","NEW","June","0",122,"L","0",6,8
"2338","0",30,"5","CHD",9,8,632.3,"0","EXISTING","June","1",1215.85,"","1",9,7
"2340","0",13,"6","PUBLIC",11,12,1394,"0","NEW","June","0",417,"L","0",8,8.02
"2341","0",8,"6","PUBLIC",9,8,761,"0","EXISTING","June","0",444,"M-L","1",10,9.28
"2342","0",7,"10","PUBLIC",9,8,600,"0","EXISTING","June","1",520,"M-L","0",8.38,7.98333333333333
"2343","0",0,"8","PUBLIC",11,12,1300,"0","NEW","June","0",24,"L","0",10,9.2
"2344","1",2,"8","PUBLIC",11,12,2000,"0","NEW","June","0",13,"L","0",10,9.17
"2345","0",1,"8","PUBLIC",11,12,1425,"0","NEW","June","0",32,"L","0",9.57,9.12
"2346","0",7,"5","PUBLIC",9,8,455,"0","NEW","June","0",748,"S-M","1",10,8.77
"2347","1",37,"10","PUBLIC",8,8,1000,"0","NEW","June","0",1004,"L","1",10,8
"2348","0",7,"10","PUBLIC",8,8,630,"0","EXISTING","June","0",468,"M-L","1",10,9
"2349","0",29,"5","PUBLIC",8,8,660,"0","EXISTING","June","1",1296,"M-L","1",9,9
"2350","0",11,"5","PUBLIC",8,8,200,"0","NEW","June","1",1505,"S","0",10,8.85
"2351","0",14,"10","PUBLIC",9,12,364,"0","NEW","June","0",941,"S-M","0",10,9.34
"2353","0",11,"6","PUBLIC",8,8,773,"0","EXISTING","June","1",658,"M-L","1",10,9.13
"2354","0",5,"5","PUBLIC",8,8,743,"0","NEW","June","0",316,"M-L","0",9.66,9.25
"2355","0",5,"6","PUBLIC",8,8,942,"0","EXISTING","June","0",295,"L","0",10,8.33
"2356","0",5,"10","PUBLIC",8,8,1871,"0","NEW","June","1",61,"L","0",9,8
"2357","1",14,"4","Catholic",12,8,658,"0","NEW","June","0",610,"M-L","0",10,9.06
"2358","0",7,"5","PUBLIC",9,8,637,"0","NEW","June","0",630,"M-L","0",6,8.09
"2360","1",11,"7","Private non-Christian",12,12,570,"0","NEW","June","1",788,"S-M","1",10,10
"2361","0",7,"7","PUBLIC",9,9,949,"0","EXISTING","June","0",199,"L","0",9.21,7.97
"2363","0",15,"5","PUBLIC",8,8,700,"0","EXISTING","June","1",690,"M-L","0",10,10
"2365","0",1,"7","PUBLIC",8,8,2168,"0","NEW","June","0",55,"L","1",8,7.65
"2367","1",21,"5","Catholic",12,8,230,"0","EXISTING","June","0",1736,"S","0",9,8.7
"2369","0",4,"4","PUBLIC",13,8,220,"0","NEW","June","0",819,"S","1",10,8.76
"2370","0",6,"5","PUBLIC",9,8,737,"0","NEW","June","1",359,"M-L","0",8,8.07
"2371","0",11,"8","PUBLIC",9,12,400,"0","EXISTING","June","0",735,"S-M","0",10,9.02
"2372","1",4,"5","PUBLIC",12,8,378,"0","NEW","June","0",625,"S-M","0",10,8.75
"2373","0",16,"5","PUBLIC",8,8,1242,"0","EXISTING","June","1",541,"L","1",10,10
"2374","1",1,"4","PUBLIC",12,5,697,"0","EXISTING","June","0",82,"M-L","0",10,9.03
"2375","0",3,"5","PUBLIC",8,8,752,"0","NEW","June","0",273,"M-L","0",9,7.98
"2377","1",12,"6","PUBLIC",8,8,561,"0","EXISTING","June","0",800,"S-M","0",10,9.49
"2379","0",13,"5","PUBLIC",8,8,570,"0","EXISTING","June","1",1094,"S-M","1",10,10
"2380","0",3,"6","PUBLIC",9,12,1606,"0","NEW","June","0",12,"L","0",9,9
"2382","0",7,"6","PUBLIC",8,8,950,"0","EXISTING","June","0",128,"L","0",7,8.53
"2383","0",6,"6","PUBLIC",11,12,1140,"0","NEW","June","0",179,"L","1",9.13,8.83
"2385","0",18,"10","PUBLIC",8,8,1844,"0","EXISTING","June","0",463,"L","0",9,9
"2386","0",16,"4","PUBLIC",12,6,575,"0","EXISTING","June","1",779,"S-M","1",10,9.51
"2387","0",0,"7","PUBLIC",1,8.66,578.94,"0","NEW","June","0",1047.68,"","1",10,9.21
"2389","0",15,"5","PUBLIC",8,8,830,"0","EXISTING","June","1",645,"L","1",10,8.79
